Transactions Id,Sale Date,Sale Time,Customer Id,Gender,Age,Category,Quantity,Price Per Unit,Cost of Goods Sold,Total Sale
307,11-11-2022,22:54:00,32,Female,26.0,Electronics,2.0,25.0,8.5,50.0
308,31-03-2022,19:12:00,130,Female,34.0,Beauty,4.0,300.0,126.0,1200.0
309,12-10-2023,15:39:00,78,Female,26.0,Beauty,1.0,25.0,9.0,25.0
310,10-11-2022,21:34:00,76,Female,28.0,Beauty,1.0,25.0,31.0,25.0
311,20-11-2023,21:01:00,61,Female,32.0,Beauty,4.0,25.0,9.75,100.0
312,31-10-2022,18:08:00,18,Male,41.0,Clothing,4.0,30.0,28.5,120.0
313,16-12-2023,10:03:00,11,Female,55.0,Beauty,3.0,500.0,140.0,1500.0
314,15-10-2023,07:37:00,1,Male,52.0,Clothing,4.0,30.0,7.8,120.0
315,03-07-2023,18:53:00,122,Male,47.0,Clothing,2.0,30.0,15.0,60.0
316,01-02-2023,17:25:00,3,Female,48.0,Clothing,2.0,25.0,13.75,50.0
317,04-05-2022,07:54:00,117,Male,22.0,Electronics,3.0,30.0,12.0,90.0
318,22-10-2023,21:26:00,57,Male,61.0,Clothing,1.0,25.0,29.25,25.0
319,07-11-2022,18:50:00,145,Male,31.0,Clothing,1.0,500.0,500.0,500.0
320,20-04-2022,08:35:00,57,Female,28.0,Electronics,4.0,300.0,159.0,1200.0
321,24-09-2023,19:53:00,30,Female,26.0,Electronics,2.0,25.0,9.5,50.0
322,19-10-2022,06:11:00,13,Male,51.0,Electronics,1.0,500.0,125.0,500.0
323,21-01-2022,08:22:00,97,Female,29.0,Beauty,3.0,300.0,150.0,900.0
324,15-11-2022,17:52:00,54,Female,52.0,Electronics,3.0,50.0,49.0,150.0
325,16-09-2023,22:02:00,6,Female,52.0,Electronics,2.0,25.0,31.25,50.0
326,23-11-2023,19:51:00,108,Female,18.0,Clothing,3.0,25.0,24.25,75.0
327,13-09-2023,18:30:00,107,Male,57.0,Electronics,3.0,50.0,56.0,150.0
328,29-10-2023,06:56:00,9,Male,39.0,Beauty,2.0,50.0,27.0,100.0
329,27-10-2022,07:42:00,52,Female,46.0,Electronics,4.0,25.0,8.0,100.0
330,11-10-2022,20:18:00,116,Female,25.0,Beauty,4.0,50.0,55.0,200.0
331,16-08-2022,08:33:00,28,Male,28.0,Electronics,3.0,30.0,10.2,90.0
332,24-04-2023,11:28:00,138,Male,58.0,Electronics,4.0,300.0,105.0,1200.0
333,06-10-2022,08:15:00,21,Female,54.0,Electronics,4.0,300.0,99.0,1200.0
334,16-10-2022,20:37:00,103,Male,31.0,Electronics,3.0,300.0,360.0,900.0
335,02-02-2022,09:23:00,2,Female,47.0,Beauty,4.0,30.0,10.8,120.0
336,04-11-2023,13:05:00,67,Female,52.0,Beauty,3.0,50.0,25.0,150.0
337,22-08-2023,17:56:00,1,Male,38.0,Clothing,1.0,500.0,275.0,500.0
338,05-02-2022,21:26:00,44,Male,54.0,Beauty,2.0,50.0,20.0,100.0
339,18-08-2022,10:27:00,33,Female,22.0,Electronics,2.0,25.0,10.25,50.0
340,19-09-2023,22:59:00,54,Female,36.0,Clothing,4.0,300.0,294.0,1200.0
341,20-01-2023,17:06:00,5,Male,31.0,Clothing,4.0,50.0,18.5,200.0
342,05-11-2023,17:24:00,85,Female,43.0,Clothing,4.0,500.0,500.0,2000.0
343,09-11-2022,18:44:00,68,Male,21.0,Electronics,2.0,25.0,30.0,50.0
344,17-07-2022,09:47:00,69,Female,42.0,Beauty,1.0,30.0,7.5,30.0
345,07-12-2022,18:56:00,104,Male,62.0,Electronics,1.0,30.0,13.5,30.0
346,05-09-2022,06:54:00,38,Male,59.0,Clothing,2.0,500.0,215.0,1000.0
347,26-03-2022,19:31:00,26,Male,42.0,Electronics,1.0,25.0,7.0,25.0
348,17-10-2022,20:20:00,83,Female,35.0,Electronics,2.0,300.0,147.0,600.0
349,04-12-2023,17:05:00,78,Female,57.0,Beauty,1.0,50.0,48.5,50.0
350,20-11-2022,17:41:00,61,Male,25.0,Beauty,3.0,25.0,28.5,75.0
351,11-11-2023,22:16:00,38,Female,56.0,Clothing,3.0,30.0,36.6,90.0
352,28-07-2023,17:55:00,54,Male,57.0,Electronics,2.0,500.0,175.0,1000.0
353,18-03-2023,21:35:00,5,Male,31.0,Electronics,1.0,500.0,270.0,500.0
354,16-12-2023,07:58:00,5,Female,49.0,Beauty,4.0,50.0,24.5,200.0
355,23-09-2022,13:42:00,96,Female,55.0,Electronics,1.0,500.0,260.0,500.0
356,27-08-2023,18:35:00,71,Male,50.0,Electronics,3.0,500.0,255.0,1500.0
357,18-05-2023,18:57:00,4,Female,40.0,Electronics,3.0,25.0,7.5,75.0
358,12-10-2023,18:32:00,4,Female,32.0,Beauty,1.0,300.0,132.0,300.0
359,15-12-2022,21:49:00,122,Male,50.0,Clothing,1.0,50.0,22.5,50.0
360,09-09-2022,09:04:00,26,Male,42.0,Clothing,4.0,25.0,10.5,100.0
361,12-09-2022,16:37:00,112,Female,34.0,Electronics,4.0,300.0,81.0,1200.0
362,27-09-2023,22:43:00,101,Male,50.0,Clothing,1.0,25.0,10.25,25.0
363,23-05-2022,22:51:00,92,Male,64.0,Beauty,1.0,25.0,13.5,25.0
364,07-06-2022,19:06:00,98,Female,19.0,Beauty,1.0,500.0,200.0,500.0
365,23-02-2023,22:12:00,151,Male,31.0,Clothing,1.0,300.0,93.0,300.0
366,29-10-2022,09:32:00,116,Male,57.0,Clothing,2.0,50.0,17.5,100.0
367,30-12-2022,07:03:00,123,Female,57.0,Electronics,1.0,50.0,18.0,50.0
368,31-01-2023,21:11:00,90,Female,56.0,Clothing,4.0,300.0,132.0,1200.0
369,13-12-2023,19:42:00,111,Male,23.0,Electronics,3.0,500.0,215.0,1500.0
370,24-10-2023,21:04:00,61,Male,23.0,Electronics,2.0,30.0,34.8,60.0
371,18-12-2022,10:01:00,32,Female,20.0,Beauty,1.0,25.0,13.0,25.0
372,19-06-2022,11:45:00,27,Female,24.0,Beauty,3.0,500.0,140.0,1500.0
373,23-09-2022,22:19:00,78,Female,25.0,Beauty,2.0,300.0,333.0,600.0
374,27-10-2023,17:45:00,4,Female,59.0,Beauty,3.0,25.0,7.75,75.0
375,22-09-2023,17:32:00,25,Male,32.0,Clothing,1.0,50.0,52.0,50.0
376,29-01-2023,18:21:00,4,Female,64.0,Beauty,1.0,30.0,12.0,30.0
377,13-09-2022,08:30:00,141,Female,46.0,Clothing,4.0,50.0,18.0,200.0
378,03-11-2022,18:16:00,81,Male,50.0,Beauty,1.0,300.0,165.0,300.0
379,01-06-2022,07:28:00,76,Female,47.0,Clothing,1.0,25.0,8.5,25.0
380,30-08-2023,22:26:00,2,Male,56.0,Electronics,2.0,300.0,102.0,600.0
381,30-01-2022,19:05:00,63,Female,44.0,Clothing,4.0,25.0,12.25,100.0
382,14-07-2023,21:20:00,29,Female,53.0,Clothing,2.0,500.0,245.0,1000.0
383,24-03-2023,08:53:00,64,Female,46.0,Beauty,3.0,30.0,7.8,90.0
384,10-04-2022,19:53:00,127,Male,55.0,Clothing,1.0,500.0,145.0,500.0
385,20-11-2022,19:06:00,127,Male,50.0,Electronics,3.0,500.0,525.0,1500.0
386,23-10-2022,13:20:00,77,Female,54.0,Electronics,2.0,300.0,153.0,600.0
387,26-01-2023,21:58:00,118,Male,44.0,Beauty,1.0,30.0,9.0,30.0
388,03-12-2022,19:04:00,60,Male,50.0,Electronics,1.0,25.0,12.25,25.0
389,11-11-2022,19:06:00,109,Male,21.0,Clothing,2.0,25.0,12.25,50.0
390,07-10-2022,20:53:00,88,Male,39.0,Electronics,2.0,50.0,51.0,100.0
391,25-03-2022,07:37:00,68,Male,19.0,Beauty,2.0,25.0,6.25,50.0
392,21-12-2022,13:11:00,77,Male,27.0,Clothing,2.0,300.0,78.0,600.0
393,19-10-2022,18:52:00,85,Female,22.0,Beauty,2.0,500.0,595.0,1000.0
394,19-08-2022,19:27:00,105,Female,27.0,Clothing,1.0,500.0,165.0,500.0
395,01-12-2022,15:00:00,76,Male,50.0,Electronics,2.0,500.0,175.0,1000.0
396,15-12-2022,07:11:00,29,Female,55.0,Beauty,1.0,30.0,10.8,30.0
397,26-10-2023,08:06:00,59,Female,30.0,Beauty,1.0,25.0,10.5,25.0
398,23-02-2023,21:17:00,5,Female,48.0,Clothing,2.0,300.0,114.0,600.0
399,07-12-2022,09:25:00,136,Female,64.0,Beauty,2.0,30.0,12.9,60.0
400,08-03-2022,09:52:00,2,Male,53.0,Clothing,4.0,50.0,24.0,200.0
401,03-12-2023,19:03:00,51,Female,62.0,Clothing,1.0,300.0,372.0,300.0
402,12-07-2023,08:45:00,63,Female,41.0,Clothing,2.0,300.0,135.0,600.0
403,22-04-2023,19:31:00,5,Male,32.0,Clothing,2.0,300.0,78.0,600.0
404,13-02-2023,19:55:00,59,Male,46.0,Electronics,2.0,500.0,160.0,1000.0
405,17-10-2022,17:55:00,79,Female,25.0,Clothing,4.0,300.0,324.0,1200.0
406,01-04-2023,11:50:00,3,Female,22.0,Beauty,4.0,25.0,11.0,100.0
407,16-07-2022,22:17:00,117,Female,46.0,Electronics,3.0,300.0,138.0,900.0
408,22-12-2023,08:18:00,4,Female,64.0,Beauty,1.0,500.0,140.0,500.0
409,17-12-2023,12:30:00,55,Female,21.0,Electronics,3.0,300.0,87.0,900.0
410,31-10-2023,19:41:00,64,Female,29.0,Clothing,2.0,50.0,14.5,100.0
411,25-07-2023,20:04:00,3,Male,62.0,Electronics,4.0,50.0,24.5,200.0
412,04-09-2022,19:36:00,30,Female,19.0,Electronics,4.0,500.0,570.0,2000.0
413,28-11-2023,21:52:00,60,Female,44.0,Beauty,3.0,25.0,25.5,75.0
414,10-05-2023,19:40:00,1,Male,48.0,Beauty,4.0,25.0,9.75,100.0
415,05-01-2022,09:59:00,85,Male,53.0,Clothing,2.0,30.0,8.1,60.0
416,21-08-2022,09:29:00,55,Male,53.0,Electronics,4.0,500.0,245.0,2000.0
417,01-10-2023,22:03:00,109,Male,43.0,Electronics,3.0,300.0,162.0,900.0
418,01-04-2022,18:05:00,95,Female,60.0,Electronics,2.0,500.0,155.0,1000.0
419,31-03-2023,19:18:00,5,Female,44.0,Clothing,3.0,30.0,11.7,90.0
420,02-01-2022,10:53:00,28,Female,22.0,Clothing,4.0,500.0,200.0,2000.0
421,08-04-2022,08:43:00,66,Female,37.0,Clothing,3.0,500.0,235.0,1500.0
422,21-08-2022,22:34:00,67,Female,28.0,Clothing,3.0,30.0,13.2,90.0
423,18-07-2022,06:06:00,41,Female,27.0,Clothing,1.0,25.0,11.75,25.0
424,20-12-2023,19:21:00,101,Male,57.0,Beauty,4.0,300.0,147.0,1200.0
425,11-06-2023,18:28:00,2,Female,55.0,Electronics,4.0,30.0,15.6,120.0
426,13-12-2023,08:11:00,137,Male,23.0,Electronics,3.0,50.0,12.5,150.0
427,16-11-2023,21:26:00,120,Male,25.0,Electronics,1.0,25.0,11.75,25.0
428,02-12-2022,22:44:00,50,Female,40.0,Electronics,4.0,50.0,49.5,200.0
429,08-09-2023,14:29:00,80,Male,64.0,Electronics,2.0,25.0,6.75,50.0
430,23-05-2023,18:36:00,100,Female,43.0,Electronics,3.0,300.0,153.0,900.0
431,29-10-2022,22:02:00,99,Male,63.0,Electronics,4.0,300.0,345.0,1200.0
432,10-03-2022,11:31:00,17,Female,42.0,Electronics,2.0,500.0,190.0,1000.0
433,29-07-2022,08:48:00,144,Male,29.0,Beauty,4.0,50.0,20.0,200.0
434,26-10-2022,06:09:00,50,Female,43.0,Electronics,2.0,25.0,8.25,50.0
435,15-12-2023,13:41:00,113,Female,30.0,Beauty,3.0,300.0,108.0,900.0
436,22-10-2023,11:54:00,21,Female,57.0,Clothing,4.0,30.0,13.5,120.0
437,26-11-2023,18:53:00,56,Female,35.0,Electronics,4.0,300.0,345.0,1200.0
438,31-08-2022,10:15:00,88,Female,42.0,Clothing,1.0,30.0,15.9,30.0
439,06-05-2022,21:46:00,42,Male,50.0,Clothing,3.0,25.0,11.75,75.0
440,22-11-2023,20:15:00,110,Male,64.0,Clothing,2.0,300.0,348.0,600.0
441,06-11-2023,22:00:00,85,Male,57.0,Beauty,4.0,300.0,351.0,1200.0
442,30-06-2023,11:07:00,24,Female,60.0,Clothing,4.0,25.0,13.25,100.0
443,19-09-2023,20:25:00,98,Male,29.0,Clothing,2.0,300.0,114.0,600.0
444,06-10-2022,07:06:00,51,Female,61.0,Clothing,3.0,30.0,15.9,90.0
445,14-04-2022,10:48:00,132,Female,53.0,Electronics,1.0,300.0,138.0,300.0
446,02-11-2022,19:57:00,104,Male,21.0,Electronics,1.0,50.0,13.0,50.0
447,18-04-2023,17:57:00,37,Male,22.0,Beauty,4.0,500.0,245.0,2000.0
448,19-03-2022,09:36:00,86,Female,54.0,Beauty,2.0,30.0,16.2,60.0
449,03-01-2022,18:28:00,58,Male,25.0,Electronics,4.0,50.0,26.5,200.0
450,01-12-2023,06:35:00,2,Female,59.0,Beauty,2.0,25.0,11.0,50.0
451,09-10-2023,15:38:00,74,Female,45.0,Electronics,1.0,30.0,13.5,30.0
452,30-01-2023,22:41:00,4,Female,48.0,Clothing,3.0,500.0,240.0,1500.0
453,14-10-2022,14:45:00,90,Female,26.0,Clothing,2.0,500.0,265.0,1000.0
454,12-03-2022,07:20:00,13,Female,46.0,Beauty,1.0,25.0,13.0,25.0
455,21-11-2023,19:15:00,134,Male,31.0,Electronics,4.0,25.0,13.25,100.0
456,15-12-2023,19:45:00,51,Male,57.0,Electronics,2.0,30.0,33.9,60.0
457,28-11-2022,22:49:00,38,Female,58.0,Beauty,3.0,300.0,147.0,900.0
458,28-11-2023,21:35:00,110,Female,39.0,Electronics,4.0,25.0,7.0,100.0
459,23-05-2023,07:12:00,122,Male,28.0,Clothing,4.0,300.0,75.0,1200.0
460,01-05-2023,23:00:00,2,Male,40.0,Beauty,1.0,50.0,19.0,50.0
461,18-07-2023,10:33:00,21,Female,18.0,Beauty,2.0,500.0,265.0,1000.0
462,26-08-2023,10:04:00,71,Male,63.0,Electronics,4.0,300.0,132.0,1200.0
463,29-01-2023,20:22:00,55,Female,54.0,Beauty,3.0,500.0,175.0,1500.0
464,06-03-2022,11:13:00,24,Male,38.0,Electronics,2.0,300.0,75.0,600.0
465,22-02-2023,11:52:00,40,Female,43.0,Electronics,3.0,50.0,15.5,150.0
466,11-01-2023,21:52:00,66,Male,63.0,Electronics,4.0,25.0,13.75,100.0
467,24-01-2022,22:39:00,151,Female,53.0,Electronics,3.0,50.0,14.5,150.0
468,05-12-2022,14:32:00,86,Male,40.0,Electronics,1.0,25.0,12.25,25.0
469,21-03-2023,19:24:00,4,Male,18.0,Beauty,3.0,25.0,8.75,75.0
470,26-12-2023,18:58:00,4,Female,57.0,Clothing,2.0,500.0,165.0,1000.0
471,08-03-2023,10:21:00,136,Male,32.0,Clothing,3.0,50.0,13.0,150.0
472,30-10-2023,15:23:00,95,Female,38.0,Beauty,3.0,300.0,162.0,900.0
473,25-09-2022,10:09:00,1,Male,64.0,Beauty,1.0,50.0,14.5,50.0
474,08-05-2022,17:57:00,145,Female,26.0,Clothing,3.0,500.0,210.0,1500.0
475,12-08-2022,10:39:00,78,Male,26.0,Clothing,3.0,25.0,9.0,75.0
476,12-12-2023,18:31:00,131,Female,27.0,Clothing,4.0,500.0,570.0,2000.0
477,03-12-2023,17:24:00,3,Male,43.0,Clothing,4.0,30.0,16.2,120.0
478,24-07-2023,11:13:00,3,Female,58.0,Clothing,2.0,30.0,8.1,60.0
479,03-11-2022,21:35:00,90,Male,52.0,Electronics,4.0,300.0,105.0,1200.0
480,22-12-2022,22:12:00,126,Female,42.0,Beauty,4.0,500.0,225.0,2000.0
481,13-07-2023,17:12:00,48,Female,43.0,Electronics,4.0,300.0,114.0,1200.0
482,12-08-2023,18:57:00,3,Female,28.0,Clothing,4.0,300.0,141.0,1200.0
483,06-02-2023,17:25:00,2,Male,55.0,Clothing,1.0,30.0,8.4,30.0
484,13-03-2022,07:52:00,135,Female,19.0,Clothing,4.0,300.0,75.0,1200.0
485,08-11-2022,17:30:00,101,Male,24.0,Electronics,1.0,30.0,11.4,30.0
486,02-12-2023,09:47:00,4,Female,35.0,Electronics,1.0,25.0,6.5,25.0
487,09-04-2023,21:03:00,36,Male,44.0,Clothing,4.0,500.0,235.0,2000.0
488,05-07-2022,17:28:00,26,Female,51.0,Electronics,3.0,300.0,123.0,900.0
489,31-10-2023,22:01:00,1,Male,44.0,Electronics,1.0,30.0,14.4,30.0
490,27-01-2022,06:07:00,43,Male,34.0,Clothing,3.0,50.0,18.5,150.0
491,30-12-2023,21:11:00,4,Female,60.0,Electronics,3.0,300.0,78.0,900.0
492,16-12-2023,17:52:00,4,Male,61.0,Beauty,4.0,25.0,6.5,100.0
493,01-12-2022,20:10:00,95,Male,41.0,Beauty,2.0,25.0,7.75,50.0
494,25-09-2023,20:18:00,140,Female,42.0,Beauty,4.0,50.0,58.0,200.0
495,24-06-2022,21:06:00,131,Male,24.0,Beauty,2.0,30.0,11.7,60.0
496,12-12-2022,13:07:00,91,Male,23.0,Clothing,2.0,300.0,141.0,600.0
497,31-12-2023,18:11:00,127,Male,41.0,Clothing,4.0,30.0,37.2,120.0
498,22-03-2022,22:20:00,41,Female,50.0,Clothing,4.0,25.0,8.25,100.0
499,03-04-2022,10:52:00,15,Male,46.0,Beauty,2.0,30.0,16.5,60.0
500,14-10-2022,06:11:00,120,Female,60.0,Beauty,4.0,25.0,11.5,100.0
501,28-06-2023,20:21:00,2,Male,39.0,Electronics,2.0,30.0,9.0,60.0
502,22-07-2023,11:00:00,31,Male,43.0,Electronics,3.0,50.0,22.5,150.0
503,08-10-2023,20:06:00,63,Male,45.0,Beauty,4.0,500.0,570.0,2000.0
504,31-03-2023,18:07:00,4,Female,38.0,Beauty,3.0,50.0,22.0,150.0
505,17-12-2022,07:25:00,86,Male,24.0,Beauty,1.0,50.0,19.5,50.0
506,29-04-2022,07:13:00,9,Male,34.0,Beauty,3.0,500.0,200.0,1500.0
507,11-12-2022,21:40:00,52,Female,37.0,Electronics,3.0,500.0,485.0,1500.0
508,05-07-2023,22:52:00,32,Male,58.0,Beauty,2.0,300.0,123.0,600.0
509,10-07-2023,19:35:00,70,Female,37.0,Electronics,3.0,300.0,141.0,900.0
510,29-05-2023,17:04:00,14,Female,39.0,Beauty,4.0,50.0,13.0,200.0
511,23-12-2023,18:19:00,146,Male,45.0,Beauty,2.0,50.0,24.5,100.0
512,06-12-2022,18:00:00,56,Female,57.0,Beauty,1.0,25.0,9.5,25.0
513,21-10-2022,18:31:00,85,Male,24.0,Electronics,4.0,25.0,24.5,100.0
514,04-11-2022,08:35:00,139,Female,18.0,Electronics,1.0,300.0,96.0,300.0
515,13-02-2022,20:47:00,71,Female,49.0,Clothing,3.0,300.0,75.0,900.0
516,20-09-2023,18:38:00,85,Male,30.0,Beauty,4.0,25.0,24.25,100.0
517,20-08-2023,08:54:00,3,Female,47.0,Clothing,4.0,25.0,9.25,100.0
518,31-07-2023,17:01:00,2,Female,40.0,Clothing,1.0,30.0,16.2,30.0
519,08-04-2022,10:17:00,52,Female,36.0,Electronics,4.0,30.0,16.5,120.0
520,16-10-2022,12:42:00,79,Female,49.0,Electronics,4.0,25.0,13.0,100.0
521,28-10-2023,19:56:00,133,Female,47.0,Clothing,4.0,30.0,8.7,120.0
522,09-07-2022,11:00:00,52,Male,46.0,Beauty,3.0,500.0,145.0,1500.0
523,13-11-2023,19:18:00,110,Female,62.0,Electronics,1.0,300.0,375.0,300.0
524,17-09-2023,19:52:00,12,Male,46.0,Beauty,4.0,300.0,297.0,1200.0
525,05-09-2022,14:15:00,98,Female,47.0,Beauty,2.0,25.0,7.0,50.0
526,19-11-2022,12:47:00,65,Male,33.0,Clothing,2.0,50.0,19.5,100.0
527,21-04-2023,11:35:00,1,Male,57.0,Clothing,2.0,25.0,11.5,50.0
528,11-12-2023,21:51:00,102,Female,36.0,Clothing,2.0,30.0,9.6,60.0
529,29-11-2022,17:43:00,46,Female,35.0,Clothing,3.0,50.0,20.5,150.0
530,01-05-2022,07:52:00,8,Female,18.0,Electronics,4.0,30.0,9.0,120.0
531,08-10-2022,12:30:00,105,Male,31.0,Electronics,1.0,500.0,275.0,500.0
532,15-08-2022,18:04:00,92,Female,64.0,Clothing,4.0,30.0,12.9,120.0
533,13-11-2022,17:19:00,92,Male,19.0,Electronics,3.0,500.0,155.0,1500.0
534,27-04-2023,22:30:00,112,Male,45.0,Clothing,2.0,500.0,140.0,1000.0
535,20-11-2023,13:46:00,59,Male,47.0,Beauty,3.0,30.0,16.2,90.0
536,20-08-2022,06:25:00,17,Female,55.0,Beauty,4.0,30.0,8.7,120.0
537,01-10-2023,18:07:00,98,Female,21.0,Beauty,1.0,500.0,275.0,500.0
538,22-12-2023,18:20:00,102,Male,18.0,Clothing,3.0,50.0,56.5,150.0
539,30-11-2023,18:13:00,135,Male,25.0,Beauty,1.0,500.0,205.0,500.0
540,22-12-2022,16:17:00,79,Female,46.0,Electronics,3.0,300.0,87.0,900.0
541,25-12-2022,18:37:00,39,Male,56.0,Beauty,1.0,500.0,215.0,500.0
542,01-06-2023,18:41:00,50,Female,20.0,Beauty,1.0,50.0,24.0,50.0
543,16-04-2022,20:30:00,121,Male,49.0,Beauty,2.0,300.0,75.0,600.0
544,31-10-2023,13:46:00,95,Female,27.0,Electronics,1.0,25.0,10.25,25.0
545,19-12-2023,17:18:00,61,Male,27.0,Clothing,2.0,25.0,8.25,50.0
546,30-12-2022,22:32:00,57,Female,36.0,Electronics,4.0,50.0,53.5,200.0
547,14-11-2022,07:36:00,3,Male,63.0,Clothing,4.0,500.0,250.0,2000.0
548,14-04-2023,07:00:00,4,Female,51.0,Clothing,2.0,30.0,15.6,60.0
549,03-11-2022,19:39:00,114,Female,50.0,Beauty,2.0,50.0,12.5,100.0
550,27-09-2023,16:58:00,80,Male,40.0,Clothing,3.0,300.0,90.0,900.0
551,21-03-2023,22:45:00,99,Male,45.0,Electronics,3.0,300.0,141.0,900.0
552,29-10-2022,13:32:00,85,Female,49.0,Electronics,3.0,25.0,9.75,75.0
553,20-03-2023,06:17:00,106,Male,24.0,Clothing,4.0,300.0,81.0,1200.0
554,06-12-2022,21:04:00,94,Female,46.0,Beauty,3.0,50.0,13.0,150.0
555,14-12-2022,19:35:00,103,Male,25.0,Beauty,1.0,300.0,360.0,300.0
556,05-02-2022,17:37:00,42,Female,18.0,Electronics,1.0,50.0,12.5,50.0
557,27-09-2023,20:01:00,155,Female,20.0,Beauty,3.0,30.0,12.9,90.0
558,26-10-2023,17:47:00,108,Female,41.0,Clothing,1.0,25.0,26.0,25.0
559,12-12-2022,10:48:00,5,Female,40.0,Clothing,4.0,300.0,84.0,1200.0
560,23-10-2023,22:51:00,7,Female,25.0,Electronics,1.0,50.0,19.0,50.0
561,29-07-2022,17:04:00,34,Female,64.0,Clothing,4.0,500.0,250.0,2000.0
562,09-11-2023,09:26:00,3,Male,54.0,Electronics,2.0,25.0,7.25,50.0
563,21-12-2022,18:40:00,150,Male,20.0,Clothing,2.0,30.0,16.2,60.0
564,12-09-2023,20:14:00,114,Male,50.0,Electronics,2.0,50.0,55.5,100.0
565,05-09-2023,20:24:00,75,Female,45.0,Beauty,2.0,30.0,9.0,60.0
566,26-11-2022,19:15:00,106,Female,64.0,Clothing,1.0,30.0,8.4,30.0
567,08-05-2023,19:53:00,5,Female,25.0,Clothing,3.0,300.0,144.0,900.0
568,11-08-2023,20:03:00,32,Female,51.0,Electronics,1.0,300.0,372.0,300.0
569,29-04-2022,20:49:00,132,Male,52.0,Electronics,4.0,50.0,19.0,200.0
570,09-06-2022,22:53:00,91,Male,49.0,Clothing,1.0,500.0,185.0,500.0
571,20-10-2022,12:51:00,87,Female,41.0,Electronics,1.0,50.0,16.0,50.0
572,13-12-2023,18:33:00,5,Male,31.0,Clothing,4.0,500.0,185.0,2000.0
573,19-09-2023,22:59:00,78,Male,49.0,Beauty,2.0,30.0,36.3,60.0
574,17-09-2023,20:12:00,24,Female,63.0,Electronics,2.0,25.0,24.75,50.0
575,12-12-2023,10:29:00,14,Male,60.0,Clothing,2.0,50.0,23.0,100.0
576,25-12-2023,17:30:00,113,Female,33.0,Beauty,3.0,50.0,20.0,150.0
577,21-04-2022,11:55:00,45,Male,21.0,Beauty,4.0,500.0,215.0,2000.0
578,05-12-2023,22:42:00,68,Female,54.0,Clothing,4.0,30.0,9.3,120.0
579,06-10-2023,17:43:00,41,Female,38.0,Electronics,1.0,30.0,36.6,30.0
580,14-11-2022,14:44:00,104,Female,31.0,Clothing,3.0,500.0,200.0,1500.0
581,15-12-2022,21:16:00,103,Female,48.0,Beauty,2.0,30.0,13.8,60.0
582,30-09-2022,21:38:00,110,Male,35.0,Clothing,3.0,300.0,75.0,900.0
583,28-01-2022,19:44:00,131,Female,24.0,Electronics,4.0,25.0,7.75,100.0
584,31-12-2022,10:21:00,106,Female,27.0,Beauty,4.0,50.0,16.5,200.0
585,06-06-2023,21:49:00,3,Female,24.0,Clothing,1.0,25.0,13.75,25.0
586,20-12-2023,14:57:00,84,Male,50.0,Electronics,1.0,50.0,21.5,50.0
587,04-09-2023,19:00:00,91,Female,40.0,Beauty,4.0,300.0,99.0,1200.0
588,18-10-2023,17:54:00,5,Male,38.0,Electronics,2.0,30.0,13.8,60.0
589,08-07-2023,07:11:00,5,Female,36.0,Beauty,2.0,500.0,145.0,1000.0
590,04-05-2023,11:52:00,151,Male,36.0,Clothing,3.0,300.0,135.0,900.0
591,21-03-2022,08:38:00,94,Male,53.0,Electronics,4.0,25.0,6.5,100.0
592,26-12-2022,09:15:00,77,Female,46.0,Beauty,4.0,500.0,275.0,2000.0
593,18-01-2023,22:05:00,2,Male,35.0,Electronics,2.0,30.0,13.2,60.0
594,07-09-2023,21:49:00,72,Female,19.0,Electronics,2.0,300.0,291.0,600.0
595,15-10-2022,21:35:00,65,Female,18.0,Clothing,4.0,500.0,210.0,2000.0
596,12-02-2022,08:44:00,87,Female,64.0,Electronics,1.0,300.0,93.0,300.0
597,01-11-2022,19:29:00,84,Male,22.0,Beauty,4.0,300.0,111.0,1200.0
598,23-06-2022,17:02:00,7,Male,37.0,Beauty,4.0,30.0,11.1,120.0
599,10-12-2023,19:07:00,82,Female,28.0,Beauty,2.0,50.0,24.5,100.0
600,09-10-2023,18:39:00,64,Female,59.0,Beauty,2.0,500.0,525.0,1000.0
601,05-06-2023,09:23:00,5,Male,19.0,Clothing,1.0,30.0,13.2,30.0
602,12-12-2023,16:46:00,75,Female,20.0,Electronics,1.0,300.0,96.0,300.0
603,18-04-2022,20:17:00,95,Female,40.0,Clothing,3.0,30.0,14.1,90.0
604,16-09-2022,19:34:00,139,Female,29.0,Electronics,4.0,50.0,50.5,200.0
605,19-10-2023,22:24:00,76,Male,37.0,Electronics,2.0,500.0,180.0,1000.0
606,13-06-2023,20:19:00,2,Male,22.0,Electronics,1.0,50.0,19.5,50.0
607,05-05-2023,09:33:00,109,Male,54.0,Clothing,3.0,25.0,13.25,75.0
608,07-12-2022,22:19:00,112,Female,55.0,Electronics,3.0,500.0,200.0,1500.0
609,19-11-2023,13:02:00,59,Female,47.0,Clothing,2.0,50.0,13.0,100.0
610,18-12-2022,06:56:00,137,Female,26.0,Beauty,2.0,300.0,93.0,600.0
611,21-07-2022,08:13:00,11,Male,51.0,Beauty,3.0,500.0,180.0,1500.0
612,23-02-2022,19:06:00,77,Female,61.0,Electronics,1.0,500.0,235.0,500.0
613,08-05-2023,17:23:00,2,Female,52.0,Clothing,3.0,30.0,11.4,90.0
614,13-02-2023,06:28:00,61,Female,39.0,Beauty,4.0,300.0,120.0,1200.0
